entity_id,entity_type,schema_version,food_id,name,name_en,group_name,group,portion_g,portion_basis,energy_kcal,protein_g,carbs_g,fat_g,fiber_g,calculated_kcal_from_macros,kcal_gap_pct,quality_score,missing_nutrients_count,meal_suggestion,provenance,source_code,updated_at
food_7044002,food,v1,7044002,"Lưỡi bò, luộc","Tongue, cow, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,234.0,19.43,0.29,17.29,,234.49,0.21,0.86,7,General,Viện Dinh dưỡng Quốc gia,7044002,2026-02-11T19:11:53Z
food_7045,food,v1,7045,"Lưỡi lợn, tươi","Pork, tongue, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,178.0,14.2,1.4,12.8,,177.6,0.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,7045,2026-02-11T19:11:53Z
food_7045002,food,v1,7045002,"Lưỡi lợn, luộc","Tongue, cow, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,254.0,20.29,2.0,18.29,,253.77,0.09,0.86,7,General,Viện Dinh dưỡng Quốc gia,7045002,2026-02-11T19:11:53Z
food_7046,food,v1,7046,"Lòng lợn (ruột già), tươi","Pork, large intestine, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,167.0,6.9,0.8,15.1,,166.7,0.18,0.84,8,General,Viện Dinh dưỡng Quốc gia,7046,2026-02-11T19:11:53Z
food_7047,food,v1,7047,"Lòng lợn (ruột non), tươi","Pork, small intestine, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,44.0,7.2,0.8,1.3,,43.7,0.68,0.84,8,General,Viện Dinh dưỡng Quốc gia,7047,2026-02-11T19:11:53Z
food_7047002,food,v1,7047002,"Lòng lợn (ruột non), luộc","Hog, intestine, small, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,55.0,9.0,1.0,1.63,,54.67,0.6,0.84,8,General,Viện Dinh dưỡng Quốc gia,7047002,2026-02-11T19:11:53Z
food_7048,food,v1,7048,"Mề gà, tươi","Chicken, gizzard, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,99.0,21.3,0.6,1.3,,99.3,0.3,0.84,8,General,Viện Dinh dưỡng Quốc gia,7048,2026-02-11T19:11:53Z
food_7048002,food,v1,7048002,"Mề gà, luộc","Chicken gizzard, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,127.0,27.31,0.77,1.67,,127.35,0.28,0.86,7,General,Viện Dinh dưỡng Quốc gia,7048002,2026-02-11T19:11:53Z
food_7049,food,v1,7049,"Óc bò, tươi","Beef, brain, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,124.0,9.0,0.5,9.5,,123.5,0.4,0.84,8,General,Viện Dinh dưỡng Quốc gia,7049,2026-02-11T19:11:53Z
food_7049002,food,v1,7049002,"Óc bò, luộc","Brain, cow, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,134.0,9.78,0.54,10.33,,134.25,0.19,0.86,7,General,Viện Dinh dưỡng Quốc gia,7049002,2026-02-11T19:11:53Z
food_7050,food,v1,7050,"Óc lợn, tươi","Pork, brain, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,123.0,9.0,0.4,9.5,,123.1,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,7050,2026-02-11T19:11:55Z
food_7050002,food,v1,7050002,"Óc lợn, luộc","Brain, pig, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,134.0,9.78,0.43,10.33,,133.81,0.14,0.86,7,General,Viện Dinh dưỡng Quốc gia,7050002,2026-02-11T19:11:55Z
food_7051,food,v1,7051,"Phổi bò, tươi","Beef, lung, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,103.0,15.2,,4.7,,103.1,0.1,0.69,8,General,Viện Dinh dưỡng Quốc gia,7051,2026-02-11T19:11:55Z
food_7052,food,v1,7052,"Phổi lợn, tươi","Pork, lung, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,92.0,14.8,,3.6,,91.6,0.43,0.69,8,General,Viện Dinh dưỡng Quốc gia,7052,2026-02-11T19:11:55Z
food_7053,food,v1,7053,"Sườn lợn, tươi","Pork, ribs, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,187.0,17.9,,12.8,,186.8,0.11,0.69,8,General,Viện Dinh dưỡng Quốc gia,7053,2026-02-11T19:11:55Z
food_7054,food,v1,7054,"Tai lợn, tươi","Pork, ears, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,126.0,21.0,1.3,4.1,,126.1,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,7054,2026-02-11T19:11:55Z
food_7054002,food,v1,7054002,"Tai lợn, luộc","Hog ears, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,126.0,21.0,1.3,4.1,,126.1,0.08,0.86,7,General,Viện Dinh dưỡng Quốc gia,7054002,2026-02-11T19:11:55Z
food_7055,food,v1,7055,"Tim bò, tươi","Beef, heart, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,89.0,15.0,0.6,3.0,,89.4,0.45,0.84,8,General,Viện Dinh dưỡng Quốc gia,7055,2026-02-11T19:11:55Z
food_7055002,food,v1,7055002,"Tim bò, luộc","Heart, cow, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,131.0,22.06,0.88,4.41,,131.45,0.34,0.86,7,General,Viện Dinh dưỡng Quốc gia,7055002,2026-02-11T19:11:55Z
food_7056,food,v1,7056,"Tim gà, tươi","Chicken, heart, tươi",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,114.0,16.0,,5.5,,113.5,0.44,0.69,8,General,Viện Dinh dưỡng Quốc gia,7056,2026-02-11T19:11:55Z
food_7056002,food,v1,7056002,"Tim gà, luộc","Heart, chicken, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,160.0,22.54,,7.75,,159.91,0.06,0.71,7,General,Viện Dinh dưỡng Quốc gia,7056002,2026-02-11T19:11:55Z
food_7057,food,v1,7057,"Tim lợn, tươi","Pork, heart, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,94.0,15.1,1.2,3.2,,94.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,7057,2026-02-11T19:11:55Z
food_7057002,food,v1,7057002,"Tim lợn, luộc","Heart, pig, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,138.0,22.21,1.76,4.71,,138.27,0.2,0.86,7,General,Viện Dinh dưỡng Quốc gia,7057002,2026-02-11T19:11:55Z
food_7058,food,v1,7058,"Tiết bò, tươi","Beef, blood, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,75.0,18.0,0.4,0.2,,75.4,0.53,0.84,8,General,Viện Dinh dưỡng Quốc gia,7058,2026-02-11T19:11:55Z
food_7058002,food,v1,7058002,"Tiết bò, luộc","Blood, cow, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,75.0,17.82,0.4,0.2,,74.68,0.43,0.84,8,General,Viện Dinh dưỡng Quốc gia,7058002,2026-02-11T19:11:55Z
food_7059,food,v1,7059,"Tiết lợn, luộc","Pork, blood, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,44.0,10.7,,0.1,,43.7,0.68,0.69,8,General,Viện Dinh dưỡng Quốc gia,7059,2026-02-11T19:11:58Z
food_7060,food,v1,7060,"Tiết lợn, tươi","Pork, blood, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,25.0,5.7,0.2,0.1,,24.5,2.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,7060,2026-02-11T19:11:58Z
food_7061,food,v1,7061,"Tủy xương bò, tươi","Beef, bone marrow, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,814.0,1.1,,89.9,,813.5,0.06,0.69,8,General,Viện Dinh dưỡng Quốc gia,7061,2026-02-11T19:11:58Z
food_7062,food,v1,7062,"Tủy xương lợn, tươi","Pork, bone marrow, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,749.0,2.3,,82.2,,749.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,7062,2026-02-11T19:11:58Z
food_7063,food,v1,7063,Ba tê lợn,"Pate, from pork",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,326.0,10.8,15.4,24.6,,326.2,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,7063,2026-02-11T19:11:58Z
food_7064,food,v1,7064,Chả lợn,"Pork, minced meat with spices, fried",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,517.0,10.8,5.1,50.4,,517.2,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,7064,2026-02-11T19:11:58Z
food_7065,food,v1,7065,Chả quế lợn,"Pork, minced meat with spices and cinnamon, fried",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,416.0,16.2,,39.0,,415.8,0.05,0.69,8,General,Viện Dinh dưỡng Quốc gia,7065,2026-02-11T19:11:58Z
food_7066,food,v1,7066,Dăm bông lợn,"Pork, ham",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,318.0,23.0,0.3,25.0,,318.2,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,7066,2026-02-11T19:11:58Z
food_7067,food,v1,7067,"Dồi lợn, chín","Pork, mix blood and viscera and spices in large intestine, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,114.0,12.4,,7.1,,113.5,0.44,0.69,8,General,Viện Dinh dưỡng Quốc gia,7067,2026-02-11T19:11:58Z
food_7068,food,v1,7068,"Giò bò, chín","Beef, minced lean meat and spices, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,335.0,18.2,,29.0,,333.8,0.36,0.69,8,General,Viện Dinh dưỡng Quốc gia,7068,2026-02-11T19:11:58Z
food_7069,food,v1,7069,"Giò lụa, chín","Pork, minced lean meat and spices, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,205.0,16.9,1.8,15.0,,209.8,2.34,0.84,8,General,Viện Dinh dưỡng Quốc gia,7069,2026-02-11T19:11:58Z
food_7070,food,v1,7070,"Giò thủ lợn, chín","Pork, head meat with spices, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,553.0,16.0,,54.3,,552.7,0.05,0.69,8,General,Viện Dinh dưỡng Quốc gia,7070,2026-02-11T19:11:58Z
food_7071,food,v1,7071,"Lạp xường, lạp sườn",Chinese sausage,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,585.0,20.8,1.7,55.0,,585.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,7071,2026-02-11T19:11:58Z
food_7072,food,v1,7072,Nem chạo,"Pork, skin and meat with spices, rolled with rice paper ",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,116.0,12.1,12.9,1.6,,114.4,1.38,0.84,8,General,Viện Dinh dưỡng Quốc gia,7072,2026-02-11T19:11:58Z
food_7073,food,v1,7073,Nem chua,"Pork, lean meat, minced with spices, fermented",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,125.0,20.7,3.2,3.3,,125.3,0.24,0.84,8,General,Viện Dinh dưỡng Quốc gia,7073,2026-02-11T19:11:58Z
food_7074,food,v1,7074,Ruốc thịt lợn,"Pork, lean meat, shredded, fried with salt",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,369.0,46.6,,20.3,,369.1,0.03,0.69,8,General,Viện Dinh dưỡng Quốc gia,7074,2026-02-11T19:12:00Z
food_7075,food,v1,7075,Thịt bò khô,"Beef, lean meat, dried with spices",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,239.0,51.0,5.2,1.6,,239.2,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,7075,2026-02-11T19:12:00Z
food_7076,food,v1,7076,Thịt trâu khô,"Buffalo, meat, dried with spices",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,226.0,50.4,,2.7,,225.9,0.04,0.69,8,General,Viện Dinh dưỡng Quốc gia,7076,2026-02-11T19:12:00Z
food_7077,food,v1,7077,Xúc xích,"Pork, sausage",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,535.0,27.2,,47.4,,535.4,0.07,0.69,8,General,Viện Dinh dưỡng Quốc gia,7077,2026-02-11T19:12:00Z
food_7078,food,v1,7078,Bột cóc,"Toad, meat and small bones, powded",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,342.0,55.4,,13.4,,342.2,0.06,0.69,8,General,Viện Dinh dưỡng Quốc gia,7078,2026-02-11T19:12:00Z
food_7079,food,v1,7079,"Châu chấu, sống","Locust, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,130.0,24.3,,3.6,,129.6,0.31,0.69,8,General,Viện Dinh dưỡng Quốc gia,7079,2026-02-11T19:12:00Z
food_7080,food,v1,7080,"Ếch (thịt đùi), tươi","Frog, leg meat, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,90.0,20.0,,1.1,,89.9,0.11,0.69,8,General,Viện Dinh dưỡng Quốc gia,7080,2026-02-11T19:12:00Z
food_7081,food,v1,7081,"Nhộng, tươi","Silk worm, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,111.0,13.0,,6.5,,110.5,0.45,0.69,8,General,Viện Dinh dưỡng Quốc gia,7081,2026-02-11T19:12:00Z
food_7082,food,v1,7082,"Lòng gà (cả bộ), tươi","Chicken, whole giblets, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,119.0,17.88,1.79,4.47,,118.91,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,7082,2026-02-11T19:12:00Z
food_7083,food,v1,7083,"Thịt lợn, nạc vai, tươi","Pork, lean meat, shoulder, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,149.0,20.83,,7.29,,148.93,0.05,0.69,8,General,Viện Dinh dưỡng Quốc gia,7083,2026-02-11T19:12:00Z
food_7083002,food,v1,7083002,"Thịt lợn nạc vai, luộc","Pork, lean meat shoulder, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,126.0,17.65,,6.18,,126.22,0.17,0.69,8,General,Viện Dinh dưỡng Quốc gia,7083002,2026-02-11T19:12:00Z
food_7084,food,v1,7084,"Thịt lợn, nạc mông, tươi","Pork, lean meat, thighs, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,141.0,24.68,,4.72,,141.2,0.14,0.69,8,General,Viện Dinh dưỡng Quốc gia,7084,2026-02-11T19:12:00Z
food_7084002,food,v1,7084002,"Thịt lợn nạc mông, luộc","Pork, lean meat buttock, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,120.0,20.92,,4.0,,119.68,0.27,0.69,8,General,Viện Dinh dưỡng Quốc gia,7084002,2026-02-11T19:12:00Z
food_7085,food,v1,7085,"Thịt lợn, nạc thăn, tươi","Pork, lean meat, tenderloin, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,118.0,23.0,0.04,2.9,,118.26,0.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,7085,2026-02-11T19:12:00Z
food_7085002,food,v1,7085002,"Thịt lợn nạc thăn, luộc","Pork, lean meat tenderloin, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,100.0,19.49,0.03,2.46,,100.22,0.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,7085002,2026-02-11T19:12:00Z
food_7086,food,v1,7086,"Thịt lợn nửa nạc, nửa mỡ, nướng","Pork, lean and fat meat, grilled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,401.0,20.5,0.56,35.2,,401.04,0.01,0.84,8,General,Viện Dinh dưỡng Quốc gia,7086,2026-02-11T19:12:03Z
food_7087,food,v1,7087,"Thịt gà công nghiệp, cánh, tươi","Chicken, wing, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,188.0,19.09,,12.43,,188.23,0.12,0.69,8,General,Viện Dinh dưỡng Quốc gia,7087,2026-02-11T19:12:03Z
food_7087002,food,v1,7087002,"Thịt gà công nghiệp, cánh, luộc","Chicken meat, industrial, wing, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,261.0,26.51,,17.26,,261.38,0.15,0.69,8,General,Viện Dinh dưỡng Quốc gia,7087002,2026-02-11T19:12:03Z
food_7088,food,v1,7088,"Thịt gà công nghiệp, đùi, tươi","Chicken, thighs, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,137.0,18.0,0.89,6.8,,136.76,0.18,0.84,8,General,Viện Dinh dưỡng Quốc gia,7088,2026-02-11T19:12:03Z
food_7088002,food,v1,7088002,"Thịt gà công nghiệp, đùi, luộc","Chicken meat, industrial, thighs, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,190.0,25.0,1.24,9.44,,189.92,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,7088002,2026-02-11T19:12:03Z
food_7089,food,v1,7089,"Thịt gà công nghiệp, lườn, raw","Chicken, breast, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,134.0,22.86,,4.68,,133.56,0.33,0.69,8,General,Viện Dinh dưỡng Quốc gia,7089,2026-02-11T19:12:03Z
food_7090,food,v1,7090,"Thịt ngan, tươi","Goose, average meat, raw",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,288.0,17.05,,24.45,,288.25,0.09,0.69,8,General,Viện Dinh dưỡng Quốc gia,7090,2026-02-11T19:12:03Z
food_7090002,food,v1,7090002,"Thịt ngan, luộc","Muscovy duck meat, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,400.0,23.68,-0.03,33.96,,400.24,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,7090002,2026-02-11T19:12:03Z
food_7091,food,v1,7091,"Chả lá lốt, rán","Pork, meat with spices,  rolled with lolot pepper leaves, fried",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,306.0,20.0,2.3,24.8,,312.4,2.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,7091,2026-02-11T19:12:03Z
food_7094,food,v1,7094,"Thịt bò, bắp, sống",,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,122.0,21.75,,3.85,,121.65,0.29,0.71,7,General,Viện Dinh dưỡng Quốc gia,7094,2026-02-11T19:12:03Z
food_7094003,food,v1,7094003,"Thịt bò, bắp, hấp","Beef, thigh, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,182.0,32.46,,5.75,,181.59,0.23,0.71,7,General,Viện Dinh dưỡng Quốc gia,7094003,2026-02-11T19:12:03Z
food_7095003,food,v1,7095003,"Thịt bò, vai, hấp","Beef, shoulder, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,191.0,32.46,0.24,6.69,,191.01,0.01,0.86,7,General,Viện Dinh dưỡng Quốc gia,7095003,2026-02-11T19:12:03Z
food_7096,food,v1,7096,Nầm bò,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,1.0,,,,,0.0,100.0,0.24,8,General,Viện Dinh dưỡng Quốc gia,7096,2026-02-11T19:12:03Z
food_7105002,food,v1,7105002,"Thịt gà, ta, đùi, luộc","Chicken meat, local,  thigh, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,261.0,26.51,,17.26,,261.38,0.15,0.69,8,General,Viện Dinh dưỡng Quốc gia,7105002,2026-02-11T19:12:03Z
food_7106002,food,v1,7106002,"Thịt gà, ta, lườn, đùi, luộc","Chicken meat, local,  thigh, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,186.0,31.75,,6.5,,185.5,0.27,0.69,8,General,Viện Dinh dưỡng Quốc gia,7106002,2026-02-11T19:12:03Z
food_7107002,food,v1,7107002,"Thịt gà, ta, cánh, đùi, luộc","Chicken meat, local, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,261.0,26.51,,17.26,,261.38,0.15,0.69,8,General,Viện Dinh dưỡng Quốc gia,7107002,2026-02-11T19:12:05Z
food_7108002,food,v1,7108002,"Thịt gà, ta, chân, đùi, luộc","Chicken meat, local,  boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,214.0,20.0,0.2,14.3,,209.5,2.1,0.84,8,General,Viện Dinh dưỡng Quốc gia,7108002,2026-02-11T19:12:05Z
food_7111002,food,v1,7111002,"Thịt gà, công nghiệp, cổ, luộc","Chicken meat, industrial, neck, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,188.0,19.09,,12.43,,188.23,0.12,0.69,8,General,Viện Dinh dưỡng Quốc gia,7111002,2026-02-11T19:12:05Z
food_7112,food,v1,7112,"Thịt lợn, mông, sống",,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,131.0,20.48,,5.41,,130.61,0.3,0.71,7,General,Viện Dinh dưỡng Quốc gia,7112,2026-02-11T19:12:05Z
food_7113002,food,v1,7113002,"Thịt vịt, lườn, luộc","Duck meat, pointrine, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,163.0,27.57,,5.9,,163.38,0.23,0.71,7,General,Viện Dinh dưỡng Quốc gia,7113002,2026-02-11T19:12:05Z
food_7113003,food,v1,7113003,"Thịt vịt, lườn, hấp","Duck meat, pointrine, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,163.0,27.57,,5.9,,163.38,0.23,0.71,7,General,Viện Dinh dưỡng Quốc gia,7113003,2026-02-11T19:12:05Z
food_7114002,food,v1,7114002,"Thịt vịt, đùi, luộc","Duck meat, thigh, boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,267.0,17.8,,21.8,,267.4,0.15,0.71,7,General,Viện Dinh dưỡng Quốc gia,7114002,2026-02-11T19:12:05Z
food_7115003,food,v1,7115003,"Thịt vịt, cánh, hấp","Duck meat, wing, steamed",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,261.0,26.51,,17.26,,261.38,0.15,0.69,8,General,Viện Dinh dưỡng Quốc gia,7115003,2026-02-11T19:12:05Z
food_7118002,food,v1,7118002,"Mọc, từ thịt lợn, nấu canh",Pork mince lean and fat meat ball shaped boiled,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,286.0,14.4,8.06,22.2,,289.64,1.27,0.84,8,General,Viện Dinh dưỡng Quốc gia,7118002,2026-02-11T19:12:05Z
food_7120,food,v1,7120,Xương cục,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,1.0,,,,,0.0,100.0,0.24,8,General,Viện Dinh dưỡng Quốc gia,7120,2026-02-11T19:12:05Z
food_7123002,food,v1,7123002,"Tiết ngan, luộc","Blood, muscovy duck,  boiled",Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,50.0,12.17,0.06,0.06,,49.46,1.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,7123002,2026-02-11T19:12:05Z
food_7132,food,v1,7132,Nước hầm xương lợn,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,1.0,,,,,0.0,100.0,0.24,8,General,Viện Dinh dưỡng Quốc gia,7132,2026-02-11T19:12:05Z
food_7140,food,v1,7140,Nước canh,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,1.0,,,,,0.0,100.0,0.24,8,General,Viện Dinh dưỡng Quốc gia,7140,2026-02-11T19:12:05Z
food_7141,food,v1,7141,Nước dùng,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,1.0,,,,,0.0,100.0,0.24,8,General,Viện Dinh dưỡng Quốc gia,7141,2026-02-11T19:12:05Z
food_7142,food,v1,7142,Thịt xá xíu,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,189.0,26.37,,9.23,,188.55,0.24,0.69,8,General,Viện Dinh dưỡng Quốc gia,7142,2026-02-11T19:12:05Z
food_7143,food,v1,7143,Xúc xích bò,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,178.0,10.2,13.5,8.83,,174.27,2.1,0.84,8,General,Viện Dinh dưỡng Quốc gia,7143,2026-02-11T19:12:08Z
food_7144,food,v1,7144,Tiết gà,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,25.0,5.7,0.2,0.1,,24.5,2.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,7144,2026-02-11T19:12:08Z
food_7145,food,v1,7145,Tiết dê,,Thịt và sản phẩm chế biến,Thịt và sản phẩm chế biến,100,per_100g,25.0,5.7,0.2,0.1,,24.5,2.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,7145,2026-02-11T19:12:08Z
food_8001,food,v1,8001,"Cá bống, tươi","Fish, goby, raw",Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,70.0,15.8,,0.8,,70.4,0.57,0.69,8,General,Viện Dinh dưỡng Quốc gia,8001,2026-02-11T19:12:08Z
food_8002,food,v1,8002,"Cá chày, tươi","Fish, barbel chub, raw",Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,113.0,20.1,,3.6,,112.8,0.18,0.69,8,General,Viện Dinh dưỡng Quốc gia,8002,2026-02-11T19:12:08Z
food_8003,food,v1,8003,"Cá chép, tươi","Fish, carp, raw",Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,96.0,16.0,,3.6,,96.4,0.42,0.69,8,General,Viện Dinh dưỡng Quốc gia,8003,2026-02-11T19:12:08Z
food_8004,food,v1,8004,"Cá dưa, tươi","Fissh, daggertooth pike conger, raw ",Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,115.0,17.6,,5.0,,115.4,0.35,0.69,8,General,Viện Dinh dưỡng Quốc gia,8004,2026-02-11T19:12:08Z
food_8005,food,v1,8005,"Cá dầu, tươi",,Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,96.0,18.9,,2.3,,96.3,0.31,0.69,8,General,Viện Dinh dưỡng Quốc gia,8005,2026-02-11T19:12:08Z
food_8006,food,v1,8006,"Cá diếc, tươi","Fissh, mullet, raw",Thủy sản và sản phẩm chế biến,Thủy sản và sản phẩm chế biến,100,per_100g,87.0,17.7,,1.8,,87.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,8006,2026-02-11T19:12:08Z
